CURRENT_ICD10_LIST,SNOMED_CONCEPT_NAME,SNOMED_CONCEPT_ID,CURATE_METHOD
E11.3499,Z79.4,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.8,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,Diabetes mellitus type 2 (disorder),44054006,Database
E11.628,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,N18.1,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,N18.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.10,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,N18.3,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3299,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,N18.6,E11.65,Z99.2,Diabetes mellitus type 2 (disorder),44054006,Database
E11.319,Diabetes mellitus type 2 (disorder),44054006,Database
E11.630,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.44,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.319,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.29,R80.9,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,N18.2,Diabetes mellitus type 2 (disorder),44054006,Database
E11.59,Diabetes mellitus type 2 (disorder),44054006,Database
E11.638,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,N18.3,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.319,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,Z79.4,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3599,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3499,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3419,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.649,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,N18.1,Diabetes mellitus type 2 (disorder),44054006,Database
E11.43,Diabetes mellitus type 2 (disorder),44054006,Database
E13.10,Diabetes mellitus type 2 (disorder),44054006,Database
E11.41,Diabetes mellitus type 2 (disorder),44054006,Database
E11.00,Diabetes mellitus type 2 (disorder),44054006,Database
E11.40,Diabetes mellitus type 2 (disorder),44054006,Database
E11.319,Z79.4,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,N18.5,Diabetes mellitus type 2 (disorder),44054006,Database
E11.311,Z79.4,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.59,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.29,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.21,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.42,Diabetes mellitus type 2 (disorder),44054006,Database
E11.11,Diabetes mellitus type 2 (disorder),44054006,Database
E11.630,Diabetes mellitus type 2 (disorder),44054006,Database
E11.44,Diabetes mellitus type 2 (disorder),44054006,Database
E11.29,Diabetes mellitus type 2 (disorder),44054006,Database
E11.49,Diabetes mellitus type 2 (disorder),44054006,Database
E11.42,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.620,Diabetes mellitus type 2 (disorder),44054006,Database
E11.69,Diabetes mellitus type 2 (disorder),44054006,Database
E11.39,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3599,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.59,I25.10,Diabetes mellitus type 2 (disorder),44054006,Database
E11.01,Diabetes mellitus type 2 (disorder),44054006,Database
E11.618,Diabetes mellitus type 2 (disorder),44054006,Database
E11.319,E11.65,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.36,H43.10,Diabetes mellitus type 2 (disorder),44054006,Database
E11.21,Diabetes mellitus type 2 (disorder),44054006,Database
E11.628,L14,Diabetes mellitus type 2 (disorder),44054006,Database
E11.43,K31.84,Diabetes mellitus type 2 (disorder),44054006,Database
E11.349,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3549,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3592,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3593,Diabetes mellitus type 2 (disorder),44054006,Database
E11.621,L97.529,Diabetes mellitus type 2 (disorder),44054006,Database
E11.621,L97.519,Diabetes mellitus type 2 (disorder),44054006,Database
E11.1,Diabetes mellitus type 2 (disorder),44054006,Database
E11.9,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,I12.9,N18.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,I12.9,N18.1,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,I12.0,N18.5,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,I12.9,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,I12.9,N18.2,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,I12.0,Z99.2,N18.6,Diabetes mellitus type 2 (disorder),44054006,Database
E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.39,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.49,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E13.11,Diabetes mellitus type 2 (disorder),44054006,Database
E11.628,L83,Diabetes mellitus type 2 (disorder),44054006,Database
E11.311,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3219,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3319,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3399,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3519,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3419,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3499,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3419,Z79.4,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3599,Z79.4,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3519,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3399,Z79.4,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3319,Z79.4,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3519,Z79.4,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3319,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3219,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3219,Z79.4,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.311,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3299,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3299,Z79.4,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.39,Z79.4,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.29,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.39,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.29,Z79.4,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3299,E11.39,Diabetes mellitus type 2 (disorder),44054006,Database
E11.319,H33.40,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3599,E11.39,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3399,H35.049,Diabetes mellitus type 2 (disorder),44054006,Database
E11.319,H35.049,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3591,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3499,E11.39,H42,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3499,E11.39,H47.099,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3292,Diabetes mellitus type 2 (disorder),44054006,Database
E11.319,H43.10,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3592,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3591,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3593,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.351,Diabetes mellitus type 2 (disorder),44054006,Database
E11.621,L97.409,Diabetes mellitus type 2 (disorder),44054006,Database
E11.311,H54.40,Diabetes mellitus type 2 (disorder),44054006,Database
E11.311,H54.3,Diabetes mellitus type 2 (disorder),44054006,Database
E11.319,H54.50,Diabetes mellitus type 2 (disorder),44054006,Database
E11.319,H54.40,Diabetes mellitus type 2 (disorder),44054006,Database
E11.319,H54.10,Diabetes mellitus type 2 (disorder),44054006,Database
E11.319,H54.7,Diabetes mellitus type 2 (disorder),44054006,Database
E11.319,H54.3,Diabetes mellitus type 2 (disorder),44054006,Database
E11.311,H54.2X11,Diabetes mellitus type 2 (disorder),44054006,Database
E11.319,H54.2X11,Diabetes mellitus type 2 (disorder),44054006,Database
E11.311,H54.50,Diabetes mellitus type 2 (disorder),44054006,Database
E11.311,E11.39,Diabetes mellitus type 2 (disorder),44054006,Database
E11.311,H54.10,Diabetes mellitus type 2 (disorder),44054006,Database
E11.319,H21.1X9,E11.39,Diabetes mellitus type 2 (disorder),44054006,Database
E11.311,H54.2X22,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3219,H54.40,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3219,H54.7,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3313,H54.2X22,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3419,H54.7,Diabetes mellitus type 2 (disorder),44054006,Database
E11.36,H54.40,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3319,H54.40,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3299,H54.40,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3519,H54.40,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3519,H54.10,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3293,H54.0X44,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3519,H54.8,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3313,H54.3,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3419,H21.1X9,E11.39,Diabetes mellitus type 2 (disorder),44054006,Database
E11.618,M75.00,Diabetes mellitus type 2 (disorder),44054006,Database
E11.319,H54.2X22,Diabetes mellitus type 2 (disorder),44054006,Database
E11.311,H54.7,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3599,H54.10,Diabetes mellitus type 2 (disorder),44054006,Database
E11.36,H54.10,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3219,H54.10,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3299,H54.8,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3493,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3419,H54.3,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3599,H54.50,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3399,H54.7,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3519,H54.3,Diabetes mellitus type 2 (disorder),44054006,Database
E11.311,E11.36,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3411,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3599,H54.40,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3393,H54.0X44,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3513,H54.2X22,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3313,H54.0X44,Diabetes mellitus type 2 (disorder),44054006,Database
E11.311,H54.0X44,Diabetes mellitus type 2 (disorder),44054006,Database
E11.311,H54.0X55,Diabetes mellitus type 2 (disorder),44054006,Database
E11.311,H54.8,Diabetes mellitus type 2 (disorder),44054006,Database
E11.319,H54.60,Diabetes mellitus type 2 (disorder),44054006,Database
E11.319,H54.8,Diabetes mellitus type 2 (disorder),44054006,Database
E11.311,H21.1X9,E11.39,Diabetes mellitus type 2 (disorder),44054006,Database
E11.311,H54.60,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3419,H54.60,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3399,H54.50,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3499,H54.40,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3399,H54.40,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3213,H54.3,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3599,H21.1X9,E11.39,Diabetes mellitus type 2 (disorder),44054006,Database
E11.36,H54.7,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3513,H54.3,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3493,H54.0X33,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3293,H54.2X11,Diabetes mellitus type 2 (disorder),44054006,Database
E11.628,L03.039,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3593,H54.0X33,Diabetes mellitus type 2 (disorder),44054006,Database
E11.36,H54.0X55,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3419,H54.50,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3219,H54.50,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3419,H54.40,Diabetes mellitus type 2 (disorder),44054006,Database
E11.36,H54.8,Diabetes mellitus type 2 (disorder),44054006,Database
E11.29,E11.65,R80.9,Diabetes mellitus type 2 (disorder),44054006,Database
E11.36,E11.39,H47.099,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3319,H54.3,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3299,H54.50,Diabetes mellitus type 2 (disorder),44054006,Database
E11.36,H54.50,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3599,H54.60,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3299,H54.10,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3313,H54.0X55,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3493,H54.2X22,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3419,H54.10,Diabetes mellitus type 2 (disorder),44054006,Database
E11.628,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,N18.2,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,N18.4,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3299,H21.1X9,E11.39,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3393,H54.0X55,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3519,H54.50,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3299,H54.7,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3491,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3593,H54.2X22,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3213,H54.0X55,Diabetes mellitus type 2 (disorder),44054006,Database
E11.36,H21.1X9,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3519,H54.60,Diabetes mellitus type 2 (disorder),44054006,Database
E11.618,M14.849,Diabetes mellitus type 2 (disorder),44054006,Database
G47.419,E11.9,E66.9,Diabetes mellitus type 2 (disorder),44054006,Database
G47.419,E66.9,E11.9,Diabetes mellitus type 2 (disorder),44054006,Database
E11.39,H54.7,Diabetes mellitus type 2 (disorder),44054006,Database
E11.37X9,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3549,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3529,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3539,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3559,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3539,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3493,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.40,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.51,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.319,H43.10,Diabetes mellitus type 2 (disorder),44054006,Database
E11.311,H43.10,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3522,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3521,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3529,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3523,Diabetes mellitus type 2 (disorder),44054006,Database
