icd10_code,description,snomed_concept_id,snomed_concept_name
R06.09,Other forms of dyspnea,267036007,Dyspnea (finding)
R06.00,"Dyspnea, unspecified",267036007,Dyspnea (finding)
R06.89,Other abnormalities of breathing,267036007,Dyspnea (finding)
R06.00,"Dyspnea, unspecified",267036007,Dyspnea (finding)
O99.891,Other specified diseases and conditions complicating pregnancy,267036007,Dyspnea (finding)
R06.02,Shortness of breath,267036007,Dyspnea (finding)
O26.893,"Other specified pregnancy related conditions, third trimester",267036007,Dyspnea (finding)
R06.02,Shortness of breath,267036007,Dyspnea (finding)
R06.09,Other forms of dyspnea,267036007,Dyspnea (finding)
R09.89,Other specified symptoms and signs involving the circulatory and respiratory systems,267036007,Dyspnea (finding)
O26.892,"Other specified pregnancy related conditions, second trimester",267036007,Dyspnea (finding)
R06.02,Shortness of breath,267036007,Dyspnea (finding)
O26.891,"Other specified pregnancy related conditions, first trimester",267036007,Dyspnea (finding)
R06.02,Shortness of breath,267036007,Dyspnea (finding)
R06.81,"Apnea, not elsewhere classified",267036007,Dyspnea (finding)
O26.899,"Other specified pregnancy related conditions, unspecified trimester",267036007,Dyspnea (finding)
R06.02,Shortness of breath,267036007,Dyspnea (finding)
R06.0,Dyspnea,267036007,Dyspnea (finding)
I50.9,"Heart failure, unspecified",267036007,Dyspnea (finding)
O26.892,"Other specified pregnancy related conditions, second trimester",267036007,Dyspnea (finding)
R06.00,"Dyspnea, unspecified",267036007,Dyspnea (finding)
R06.02,Shortness of breath,267036007,Dyspnea (finding)
Z20.822,Contact with and (suspected) exposure to COVID-19,267036007,Dyspnea (finding)
R06.02,Shortness of breath,267036007,Dyspnea (finding)
R06.02,Shortness of breath,267036007,Dyspnea (finding)
O26.891,"Other specified pregnancy related conditions, first trimester",267036007,Dyspnea (finding)
R06.00,"Dyspnea, unspecified",267036007,Dyspnea (finding)
R06.00,"Dyspnea, unspecified",267036007,Dyspnea (finding)
O26.899,"Other specified pregnancy related conditions, unspecified trimester",267036007,Dyspnea (finding)
R06.00,"Dyspnea, unspecified",267036007,Dyspnea (finding)
O26.893,"Other specified pregnancy related conditions, third trimester",267036007,Dyspnea (finding)
R06.00,"Dyspnea, unspecified",267036007,Dyspnea (finding)
R06.09,Other forms of dyspnea,267036007,Dyspnea (finding)
R06.02,Shortness of breath,267036007,Dyspnea (finding)
R21,Rash and other nonspecific skin eruption,267036007,Dyspnea (finding)
L50.9,"Urticaria, unspecified",267036007,Dyspnea (finding)
R06.02,Shortness of breath,267036007,Dyspnea (finding)
R06.00,"Dyspnea, unspecified",267036007,Dyspnea (finding)
B94.8,Sequelae of other specified infectious and parasitic diseases,267036007,Dyspnea (finding)
R06.00,"Dyspnea, unspecified",267036007,Dyspnea (finding)
R06.2,Wheezing,56018004,Wheezing (finding)
J45.909,"Unspecified asthma, uncomplicated",56018004,Wheezing (finding)
J45.52,Severe persistent asthma with status asthmaticus,56018004,Wheezing (finding)
J45.22,Mild intermittent asthma with status asthmaticus,56018004,Wheezing (finding)
J45.32,Mild persistent asthma with status asthmaticus,56018004,Wheezing (finding)
J45.21,Mild intermittent asthma with (acute) exacerbation,56018004,Wheezing (finding)
J45.902,Unspecified asthma with status asthmaticus,56018004,Wheezing (finding)
J45.50,"Severe persistent asthma, uncomplicated",56018004,Wheezing (finding)
J45.51,Severe persistent asthma with (acute) exacerbation,56018004,Wheezing (finding)
J45.20,"Mild intermittent asthma, uncomplicated",56018004,Wheezing (finding)
J45.42,Moderate persistent asthma with status asthmaticus,56018004,Wheezing (finding)
J45.40,"Moderate persistent asthma, uncomplicated",56018004,Wheezing (finding)
J45.30,"Mild persistent asthma, uncomplicated",56018004,Wheezing (finding)
J45.41,Moderate persistent asthma with (acute) exacerbation,56018004,Wheezing (finding)
J45.31,Mild persistent asthma with (acute) exacerbation,56018004,Wheezing (finding)
R06.2,Wheezing,56018004,Wheezing (finding)
Y84.8,"Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",56018004,Wheezing (finding)
J98.8,Other specified respiratory disorders,56018004,Wheezing (finding)
R21,Rash and other nonspecific skin eruption,56018004,Wheezing (finding)
R06.2,Wheezing,56018004,Wheezing (finding)
J02.0,Streptococcal pharyngitis,43878008,Streptococcal sore throat (disorder)
J03.00,"Acute streptococcal tonsillitis, unspecified",43878008,Streptococcal sore throat (disorder)
J02.0,Streptococcal pharyngitis,43878008,Streptococcal sore throat (disorder)
B95.1,"Streptococcus, group B, as the cause of diseases classified elsewhere",43878008,Streptococcal sore throat (disorder)
J18.9,"Pneumonia, unspecified organism",233604007,Pneumonia (disorder)
O99.511,"Diseases of the respiratory system complicating pregnancy, first trimester",233604007,Pneumonia (disorder)
J18.9,"Pneumonia, unspecified organism",233604007,Pneumonia (disorder)
J82.89,"Other pulmonary eosinophilia, not elsewhere classified",233604007,Pneumonia (disorder)
O99.519,"Diseases of the respiratory system complicating pregnancy, unspecified trimester",233604007,Pneumonia (disorder)
J18.9,"Pneumonia, unspecified organism",233604007,Pneumonia (disorder)
O99.512,"Diseases of the respiratory system complicating pregnancy, second trimester",233604007,Pneumonia (disorder)
J18.9,"Pneumonia, unspecified organism",233604007,Pneumonia (disorder)
J18.9,"Pneumonia, unspecified organism",233604007,Pneumonia (disorder)
A41.9,"Sepsis, unspecified organism",233604007,Pneumonia (disorder)
O99.513,"Diseases of the respiratory system complicating pregnancy, third trimester",233604007,Pneumonia (disorder)
J18.9,"Pneumonia, unspecified organism",233604007,Pneumonia (disorder)
J40,"Bronchitis, not specified as acute or chronic",233604007,Pneumonia (disorder)
J18.9,"Pneumonia, unspecified organism",233604007,Pneumonia (disorder)
Z83.6,Family history of other diseases of the respiratory system,233604007,Pneumonia (disorder)
J17,Pneumonia in diseases classified elsewhere,233604007,Pneumonia (disorder)
J18.0,"Bronchopneumonia, unspecified organism",233604007,Pneumonia (disorder)
O99.519,"Diseases of the respiratory system complicating pregnancy, unspecified trimester",233604007,Pneumonia (disorder)
R09.02,Hypoxemia,389087006,Hypoxemia (disorder)
R09.02,Hypoxemia,389087006,Hypoxemia (disorder)
Z98.890,Other specified postprocedural states,389087006,Hypoxemia (disorder)
R09.02,Hypoxemia,389087006,Hypoxemia (disorder)
R09.02,Hypoxemia,389087006,Hypoxemia (disorder)
J45.909,"Unspecified asthma, uncomplicated",389087006,Hypoxemia (disorder)
R09.02,Hypoxemia,389087006,Hypoxemia (disorder)
Z99.81,Dependence on supplemental oxygen,389087006,Hypoxemia (disorder)
J44.9,"Chronic obstructive pulmonary disease, unspecified",389087006,Hypoxemia (disorder)
G47.36,Sleep related hypoventilation in conditions classified elsewhere,389087006,Hypoxemia (disorder)
J43.9,"Emphysema, unspecified",389087006,Hypoxemia (disorder)
G47.36,Sleep related hypoventilation in conditions classified elsewhere,389087006,Hypoxemia (disorder)
I27.29,Other secondary pulmonary hypertension,389087006,Hypoxemia (disorder)
G47.36,Sleep related hypoventilation in conditions classified elsewhere,389087006,Hypoxemia (disorder)
E66.9,"Obesity, unspecified",389087006,Hypoxemia (disorder)
G47.36,Sleep related hypoventilation in conditions classified elsewhere,389087006,Hypoxemia (disorder)
R06.03,Acute respiratory distress,271825005,Respiratory distress (finding)
R06.03,Acute respiratory distress,271825005,Respiratory distress (finding)
G72.89,Other specified myopathies,271825005,Respiratory distress (finding)
R29.2,Abnormal reflex,271825005,Respiratory distress (finding)
R13.10,"Dysphagia, unspecified",271825005,Respiratory distress (finding)
R06.03,Acute respiratory distress,271825005,Respiratory distress (finding)
J44.9,"Chronic obstructive pulmonary disease, unspecified",271825005,Respiratory distress (finding)
R06.03,Acute respiratory distress,271825005,Respiratory distress (finding)
R06.00,"Dyspnea, unspecified",271825005,Respiratory distress (finding)
P22.0,Respiratory distress syndrome of newborn,271825005,Respiratory distress (finding)
R06.09,Other forms of dyspnea,271825005,Respiratory distress (finding)
O03.9,Complete or unspecified spontaneous abortion without complication,19169002,Miscarriage in first trimester (disorder)
O02.1,Missed abortion,19169002,Miscarriage in first trimester (disorder)
R07.89,Other chest pain,57676002,Joint pain (finding)
M25.50,Pain in unspecified joint,57676002,Joint pain (finding)
M25.59,Pain in other specified joint,57676002,Joint pain (finding)
M25.569,Pain in unspecified knee,57676002,Joint pain (finding)
M25.531,Pain in right wrist,57676002,Joint pain (finding)
M25.532,Pain in left wrist,57676002,Joint pain (finding)
M25.551,Pain in right hip,57676002,Joint pain (finding)
G89.29,Other chronic pain,57676002,Joint pain (finding)
M25.561,Pain in right knee,57676002,Joint pain (finding)
M25.552,Pain in left hip,57676002,Joint pain (finding)
M25.562,Pain in left knee,57676002,Joint pain (finding)
M25.539,Pain in unspecified wrist,57676002,Joint pain (finding)
E84.8,Cystic fibrosis with other manifestations,57676002,Joint pain (finding)
M25.50,Pain in unspecified joint,57676002,Joint pain (finding)
M25.50,Pain in unspecified joint,57676002,Joint pain (finding)
G89.29,Other chronic pain,57676002,Joint pain (finding)
M25.50,Pain in unspecified joint,57676002,Joint pain (finding)
G89.18,Other acute postprocedural pain,57676002,Joint pain (finding)
M25.559,Pain in unspecified hip,57676002,Joint pain (finding)
M25.569,Pain in unspecified knee,57676002,Joint pain (finding)
M19.90,"Unspecified osteoarthritis, unspecified site",57676002,Joint pain (finding)
M25.562,Pain in left knee,57676002,Joint pain (finding)
M25.561,Pain in right knee,57676002,Joint pain (finding)
A69.20,"Lyme disease, unspecified",57676002,Joint pain (finding)
M25.5,Pain in joint,57676002,Joint pain (finding)
M54.9,"Dorsalgia, unspecified",57676002,Joint pain (finding)
M25.561,Pain in right knee,57676002,Joint pain (finding)
M25.562,Pain in left knee,57676002,Joint pain (finding)
M25.50,Pain in unspecified joint,57676002,Joint pain (finding)
M79.10,"Myalgia, unspecified site",68962001,Muscle pain (finding)
M79.18,"Myalgia, other site",68962001,Muscle pain (finding)
M79.10,"Myalgia, unspecified site",68962001,Muscle pain (finding)
M54.2,Cervicalgia,68962001,Muscle pain (finding)
M79.7,Fibromyalgia,68962001,Muscle pain (finding)
M79.10,"Myalgia, unspecified site",68962001,Muscle pain (finding)
M79.12,"Myalgia of auxiliary muscles, head and neck",68962001,Muscle pain (finding)
M79.1,Myalgia,68962001,Muscle pain (finding)
M79.10,"Myalgia, unspecified site",68962001,Muscle pain (finding)
M79.11,Myalgia of mastication muscle,68962001,Muscle pain (finding)
J02.9,"Acute pharyngitis, unspecified",267102003,Sore throat symptom (finding)
R51.9,"Headache, unspecified",25064002,Headache (finding)
O26.892,"Other specified pregnancy related conditions, second trimester",25064002,Headache (finding)
R51.9,"Headache, unspecified",25064002,Headache (finding)
O26.893,"Other specified pregnancy related conditions, third trimester",25064002,Headache (finding)
R51.9,"Headache, unspecified",25064002,Headache (finding)
R51.9,"Headache, unspecified",25064002,Headache (finding)
D72.820,Lymphocytosis (symptomatic),25064002,Headache (finding)
R29.818,Other symptoms and signs involving the nervous system,25064002,Headache (finding)
G43.809,"Other migraine, not intractable, without status migrainosus",25064002,Headache (finding)
O26.899,"Other specified pregnancy related conditions, unspecified trimester",25064002,Headache (finding)
R51.9,"Headache, unspecified",25064002,Headache (finding)
R51.9,"Headache, unspecified",25064002,Headache (finding)
R51.0,"Headache with orthostatic component, not elsewhere classified",25064002,Headache (finding)
G44.41,"Drug-induced headache, not elsewhere classified, intractable",25064002,Headache (finding)
O26.891,"Other specified pregnancy related conditions, first trimester",25064002,Headache (finding)
R51.9,"Headache, unspecified",25064002,Headache (finding)
R51.9,"Headache, unspecified",25064002,Headache (finding)
G89.29,Other chronic pain,25064002,Headache (finding)
G44.4,"Drug-induced headache, not elsewhere classified",25064002,Headache (finding)
G44.40,"Drug-induced headache, not elsewhere classified, not intractable",25064002,Headache (finding)
R51,Headache,25064002,Headache (finding)
R51.9,"Headache, unspecified",25064002,Headache (finding)
Z87.828,Personal history of other (healed) physical injury and trauma,25064002,Headache (finding)
G44.89,Other headache syndrome,25064002,Headache (finding)
R51.9,"Headache, unspecified",25064002,Headache (finding)
R29.818,Other symptoms and signs involving the nervous system,25064002,Headache (finding)
G51.8,Other disorders of facial nerve,25064002,Headache (finding)
R51.9,"Headache, unspecified",25064002,Headache (finding)
D84.9,"Immunodeficiency, unspecified",25064002,Headache (finding)
G44.309,"Post-traumatic headache, unspecified, not intractable",25064002,Headache (finding)
G44.40,"Drug-induced headache, not elsewhere classified, not intractable",25064002,Headache (finding)
G44.89,Other headache syndrome,25064002,Headache (finding)
F32.9,"Major depressive disorder, single episode, unspecified",25064002,Headache (finding)
R51.9,"Headache, unspecified",25064002,Headache (finding)
B99.9,Unspecified infectious disease,25064002,Headache (finding)
R51.9,"Headache, unspecified",25064002,Headache (finding)
G44.84,Primary exertional headache,25064002,Headache (finding)
G44.309,"Post-traumatic headache, unspecified, not intractable",25064002,Headache (finding)
M54.2,Cervicalgia,1121000119107,Chronic neck pain (finding)
G89.29,Other chronic pain,1121000119107,Chronic neck pain (finding)
M54.2,Cervicalgia,1121000119107,Chronic neck pain (finding)
M54.9,"Dorsalgia, unspecified",1121000119107,Chronic neck pain (finding)
G89.29,Other chronic pain,1121000119107,Chronic neck pain (finding)
M54.2,Cervicalgia,1121000119107,Chronic neck pain (finding)
G89.29,Other chronic pain,1121000119107,Chronic neck pain (finding)
M48.8X2,"Other specified spondylopathies, cervical region",1121000119107,Chronic neck pain (finding)
M54.2,Cervicalgia,1121000119107,Chronic neck pain (finding)
G89.28,Other chronic postprocedural pain,1121000119107,Chronic neck pain (finding)
Z98.890,Other specified postprocedural states,1121000119107,Chronic neck pain (finding)
M47.812,"Spondylosis without myelopathy or radiculopathy, cervical region",1121000119107,Chronic neck pain (finding)
G89.29,Other chronic pain,1121000119107,Chronic neck pain (finding)
S93.492,Sprain of other ligament of left ankle,44465007,Sprain of ankle (disorder)
S93.4,Sprain of ankle,44465007,Sprain of ankle (disorder)
