id,icd_code,icd_description,snomed,snomed_concept_name
1080,E11.311,Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema,97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder)
1081,E11.331,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder)
1082,E11.321,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder)
1083,E11.341,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder)
1084,E11.351,Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema,97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder)
1084,E11.65,Type 2 diabetes mellitus with hyperglycemia,97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder)
1085,O03.89,Complete or unspecified spontaneous abortion with other complications,156073000,Complete miscarriage (disorder)
1086,O03.80,Unspecified complication following complete or unspecified spontaneous abortion,156073000,Complete miscarriage (disorder)
1087,O03.9,Complete or unspecified spontaneous abortion without complication,156073000,Complete miscarriage (disorder)
1088,Z89.129,Acquired absence of unspecified wrist,698423002,History of disarticulation at wrist (situation)
1089,Z89.121,Acquired absence of right wrist,698423002,History of disarticulation at wrist (situation)
1090,Z89.122,Acquired absence of left wrist,698423002,History of disarticulation at wrist (situation)
1091,Z86.69,Personal history of other diseases of the nervous system and sense organs,703151001,History of single seizure (situation)
1092,H11.89,Other specified disorders of conjunctiva,246677007,Passive conjunctival congestion (finding)
1093,G95.9,"Disease of spinal cord, unspecified",698754002,Chronic paralysis due to lesion of spinal cord
1094,G83.9,"Paralytic syndrome, unspecified",698754002,Chronic paralysis due to lesion of spinal cord
1095,Z20.822,Contact with and (suspected) exposure to COVID-19,840544004,Suspected disease caused by Severe acute respiratory coronavirus 2 (situation)
1096,J01.90,"Acute sinusitis, unspecified",444814009,Viral sinusitis (disorder)
1097,B97.89,Other viral agents as the cause of diseases classified elsewhere,444814009,Viral sinusitis (disorder)
1097,J32.9,"Chronic sinusitis, unspecified",444814009,Viral sinusitis (disorder)
1098,C34.92,Malignant neoplasm of unspecified part of left bronchus or lung,425048006,"Non-small cell carcinoma of lung, TNM stage 2 (disorder)"
1099,C34.91,Malignant neoplasm of unspecified part of right bronchus or lung,425048006,"Non-small cell carcinoma of lung, TNM stage 2 (disorder)"
1100,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,425048006,"Non-small cell carcinoma of lung, TNM stage 2 (disorder)"
1101,E11.65,Type 2 diabetes mellitus with hyperglycemia,80394007,Hyperglycemia (disorder)
1102,E10.65,Type 1 diabetes mellitus with hyperglycemia,80394007,Hyperglycemia (disorder)
1103,E13.65,Other specified diabetes mellitus with hyperglycemia,80394007,Hyperglycemia (disorder)
1104,R73,Elevated blood glucose level,80394007,Hyperglycemia (disorder)
1105,E11.01,Type 2 diabetes mellitus with hyperosmolarity with coma,80394007,Hyperglycemia (disorder)
1106,R19.7,"Diarrhea, unspecified",267060006,Diarrhea symptom (finding)
1107,J30.89,Other allergic rhinitis,446096008,Perennial allergic rhinitis (disorder)
1108,T50.911,"Poisoning by multiple unspecified drugs, medicaments and biological substances, accidental (unintentional)",55680006,Drug overdose (disorder)
1109,T50.913,"Poisoning by multiple unspecified drugs, medicaments and biological substances, assault",55680006,Drug overdose (disorder)
1110,T46.0,"Poisoning by, adverse effect of and underdosing of cardiac-stimulant glycosides and drugs of similar action",55680006,Drug overdose (disorder)
1111,T45.0,"Poisoning by, adverse effect of and underdosing of antiallergic and antiemetic drugs",55680006,Drug overdose (disorder)
1112,T50.903,"Poisoning by unspecified drugs, medicaments and biological substances, assault",55680006,Drug overdose (disorder)
1113,T50.902,"Poisoning by unspecified drugs, medicaments and biological substances, intentional self-harm",55680006,Drug overdose (disorder)
1114,T50.912,"Poisoning by multiple unspecified drugs, medicaments and biological substances, intentional self-harm",55680006,Drug overdose (disorder)
1115,T50.904,"Poisoning by unspecified drugs, medicaments and biological substances, undetermined",55680006,Drug overdose (disorder)
1116,T50.901,"Poisoning by unspecified drugs, medicaments and biological substances, accidental (unintentional)",55680006,Drug overdose (disorder)
1117,T50.914,"Poisoning by multiple unspecified drugs, medicaments and biological substances, undetermined",55680006,Drug overdose (disorder)
1118,T45.511,"Poisoning by anticoagulants, accidental (unintentional)",55680006,Drug overdose (disorder)
1119,R11.10,"Vomiting, unspecified",249497008,Vomiting symptom (finding)
1120,M17,Osteoarthritis of knee,239873007,Osteoarthritis of knee (disorder)
1121,R09.81,Nasal congestion,68235000,Nasal congestion (finding)
1122,P28.89,Other specified respiratory conditions of newborn,68235000,Nasal congestion (finding)
1123,J34.89,Other specified disorders of nose and nasal sinuses,68235000,Nasal congestion (finding)
1124,R11.0,Nausea,422587007,Nausea (finding)
1125,T31.95,Burns involving 90% or more of body surface with 50-59% third degree burns,403192003,Full thickness burn (disorder)
1126,T31.93,Burns involving 90% or more of body surface with 30-39% third degree burns,403192003,Full thickness burn (disorder)
1127,T31.98,Burns involving 90% or more of body surface with 80-89% third degree burns,403192003,Full thickness burn (disorder)
1128,T31.97,Burns involving 90% or more of body surface with 70-79% third degree burns,403192003,Full thickness burn (disorder)
1129,T31.94,Burns involving 90% or more of body surface with 40-49% third degree burns,403192003,Full thickness burn (disorder)
1130,T31.96,Burns involving 90% or more of body surface with 60-69% third degree burns,403192003,Full thickness burn (disorder)
1131,T31.99,Burns involving 90% or more of body surface with 90% or more third degree burns,403192003,Full thickness burn (disorder)
1132,T26.40,"Burn of unspecified eye and adnexa, part unspecified",403192003,Full thickness burn (disorder)
1133,T26.41,"Burn of right eye and adnexa, part unspecified",403192003,Full thickness burn (disorder)
1134,T31.11,Burns involving 10-19% of body surface with 10-19% third degree burns,403192003,Full thickness burn (disorder)
1135,T21.36,Burn of third degree of male genital region,403192003,Full thickness burn (disorder)
1136,T20.34,Burn of third degree of nose (septum),403192003,Full thickness burn (disorder)
1137,T30.0,"Burn of unspecified body region, unspecified degree",403192003,Full thickness burn (disorder)
1138,T31.40,Burns involving 40-49% of body surface with 0% to 9% third degree burns,403192003,Full thickness burn (disorder)
1139,T31.50,Burns involving 50-59% of body surface with 0% to 9% third degree burns,403192003,Full thickness burn (disorder)
1140,T31.10,Burns involving 10-19% of body surface with 0% to 9% third degree burns,403192003,Full thickness burn (disorder)
1141,T31.60,Burns involving 60-69% of body surface with 0% to 9% third degree burns,403192003,Full thickness burn (disorder)
1142,T31.80,Burns involving 80-89% of body surface with 0% to 9% third degree burns,403192003,Full thickness burn (disorder)
1143,T31.30,Burns involving 30-39% of body surface with 0% to 9% third degree burns,403192003,Full thickness burn (disorder)
1144,T31.92,Burns involving 90% or more of body surface with 20-29% third degree burns,403192003,Full thickness burn (disorder)
1145,T31.3,Burns involving 30-39% of body surface,403192003,Full thickness burn (disorder)
1146,T31.2,Burns involving 20-29% of body surface,403192003,Full thickness burn (disorder)
1147,T31.70,Burns involving 70-79% of body surface with 0% to 9% third degree burns,403192003,Full thickness burn (disorder)
1148,T31.90,Burns involving 90% or more of body surface with 0% to 9% third degree burns,403192003,Full thickness burn (disorder)
1149,T32.11,Corrosions involving 10-19% of body surface with 10-19% third degree corrosion,403192003,Full thickness burn (disorder)
1150,T32.0,Corrosions involving less than 10% of body surface,403192003,Full thickness burn (disorder)
1151,T32.10,Corrosions involving 10-19% of body surface with 0% to 9% third degree corrosion,403192003,Full thickness burn (disorder)
1152,T31.20,Burns involving 20-29% of body surface with 0% to 9% third degree burns,403192003,Full thickness burn (disorder)
1153,T31.0,Burns involving less than 10% of body surface,403192003,Full thickness burn (disorder)
1154,T24.399,"Burn of third degree of multiple sites of unspecified lower limb, except ankle and foot",403192003,Full thickness burn (disorder)
1155,T30.4,"Corrosion of unspecified body region, unspecified degree",403192003,Full thickness burn (disorder)
1156,T31.91,Burns involving 90% or more of body surface with 10-19% third degree burns,403192003,Full thickness burn (disorder)
1157,T31.4,Burns involving 40-49% of body surface,403192003,Full thickness burn (disorder)
1158,T25.311,Burn of third degree of right ankle,403192003,Full thickness burn (disorder)
1158,L08.9,"Local infection of the skin and subcutaneous tissue, unspecified",403192003,Full thickness burn (disorder)
1159,T25.319,Burn of third degree of unspecified ankle,403192003,Full thickness burn (disorder)
1159,L08.9,"Local infection of the skin and subcutaneous tissue, unspecified",403192003,Full thickness burn (disorder)
1160,T20.30,"Burn of third degree of head, face, and neck, unspecified site",403192003,Full thickness burn (disorder)
1160,L08.9,"Local infection of the skin and subcutaneous tissue, unspecified",403192003,Full thickness burn (disorder)
1161,T80.89,"Other complications following infusion, transfusion and therapeutic injection",27942005,Shock (disorder)
1162,T68.X,null,27942005,Shock (disorder)
1163,R57.8,Other shock,27942005,Shock (disorder)
1164,O08.3,Shock following ectopic and molar pregnancy,27942005,Shock (disorder)
1165,T81.10,Postprocedural shock unspecified,27942005,Shock (disorder)
1166,R57.0,Cardiogenic shock,27942005,Shock (disorder)
1167,R57.9,"Shock, unspecified",27942005,Shock (disorder)
1168,O03.31,Shock following incomplete spontaneous abortion,27942005,Shock (disorder)
1169,O03.81,Shock following complete or unspecified spontaneous abortion,27942005,Shock (disorder)
1170,R29.898,Other symptoms and signs involving the musculoskeletal system,84229001,Fatigue (finding)
1171,T73.3,Exhaustion due to excessive exertion,84229001,Fatigue (finding)
1172,R53.82,"Chronic fatigue, unspecified",84229001,Fatigue (finding)
1173,T73.2,Exhaustion due to exposure,84229001,Fatigue (finding)
1174,R53.83,Other fatigue,84229001,Fatigue (finding)
1175,D64.9,"Anemia, unspecified",84229001,Fatigue (finding)
1176,M40.10,"Other secondary kyphosis, site unspecified",414564002,Kyphosis deformity of spine (disorder)
1177,M40.29,Other kyphosis,414564002,Kyphosis deformity of spine (disorder)
1178,M40.2,Other and unspecified kyphosis,414564002,Kyphosis deformity of spine (disorder)
1179,M40.299,"Other kyphosis, site unspecified",414564002,Kyphosis deformity of spine (disorder)
1180,M40.209,"Unspecified kyphosis, site unspecified",414564002,Kyphosis deformity of spine (disorder)
1181,Q05.9,"Spina bifida, unspecified",171131006,Meningocele (disorder)
1182,Q05.8,Sacral spina bifida without hydrocephalus,171131006,Meningocele (disorder)
1183,Q01.9,"Encephalocele, unspecified",171131006,Meningocele (disorder)
1184,R45.89,Other symptoms and signs involving emotional state,225444004,At risk for suicide (finding)
1185,Z71.1,Person with feared health complaint in whom no diagnosis is made,225444004,At risk for suicide (finding)
1186,Z91.89,"Other specified personal risk factors, not elsewhere classified",225444004,At risk for suicide (finding)
1187,R45.851,Suicidal ideations,225444004,At risk for suicide (finding)
1188,M32.9,"Systemic lupus erythematosus, unspecified",200936003,Lupus erythematosus (disorder)
1189,L93,Lupus erythematosus,200936003,Lupus erythematosus (disorder)
1190,E11.35,Type 2 diabetes mellitus with proliferative diabetic retinopathy,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
1191,E11.352,Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
1192,E11.359,Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
1193,E11.354,Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
1194,E11.351,Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
1195,E11.353,Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
1196,E11.355,Type 2 diabetes mellitus with stable proliferative diabetic retinopathy,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
1197,E66.1,Drug-induced obesity,162864005,Body mass index 30+ - obesity (finding)
1198,E66.01,Morbid (severe) obesity due to excess calories,162864005,Body mass index 30+ - obesity (finding)
1199,E66.2,Morbid (severe) obesity with alveolar hypoventilation,162864005,Body mass index 30+ - obesity (finding)
1200,Z68.34,"Body mass index [BMI] 34.0-34.9, adult",162864005,Body mass index 30+ - obesity (finding)
1201,Z68.38,"Body mass index [BMI] 38.0-38.9, adult",162864005,Body mass index 30+ - obesity (finding)
1202,Z68.36,"Body mass index [BMI] 36.0-36.9, adult",162864005,Body mass index 30+ - obesity (finding)
1203,Z68.30,"Body mass index [BMI]30.0-30.9, adult",162864005,Body mass index 30+ - obesity (finding)
1204,Z68.31,"Body mass index [BMI] 31.0-31.9, adult",162864005,Body mass index 30+ - obesity (finding)
1205,Z68.39,"Body mass index [BMI] 39.0-39.9, adult",162864005,Body mass index 30+ - obesity (finding)
1206,E66.9,"Obesity, unspecified",162864005,Body mass index 30+ - obesity (finding)
1207,Z68.32,"Body mass index [BMI] 32.0-32.9, adult",162864005,Body mass index 30+ - obesity (finding)
1208,Z68.33,"Body mass index [BMI] 33.0-33.9, adult",162864005,Body mass index 30+ - obesity (finding)
1209,Z68.37,"Body mass index [BMI] 37.0-37.9, adult",162864005,Body mass index 30+ - obesity (finding)
1210,Z68.35,"Body mass index [BMI] 35.0-35.9, adult",162864005,Body mass index 30+ - obesity (finding)
1211,A41.52,Sepsis due to Pseudomonas,448813005,Sepsis caused by Pseudomonas (disorder)
1212,D55,Anemia due to enzyme disorders,271737000,Anemia (disorder)
1213,O99.019,"Anemia complicating pregnancy, unspecified trimester",271737000,Anemia (disorder)
1214,D64.8,Other specified anemias,271737000,Anemia (disorder)
1215,D56.1,Beta thalassemia,271737000,Anemia (disorder)
1216,D75.81,Myelofibrosis,271737000,Anemia (disorder)
1217,D63.1,Anemia in chronic kidney disease,271737000,Anemia (disorder)
1218,D69.6,"Thrombocytopenia, unspecified",271737000,Anemia (disorder)
1219,D64.89,Other specified anemias,271737000,Anemia (disorder)
1220,D64.9,"Anemia, unspecified",271737000,Anemia (disorder)
1221,D46.4,"Refractory anemia, unspecified",271737000,Anemia (disorder)
1222,J82.83,Eosinophilic asthma,195967001,Asthma (disorder)
1223,J45,Asthma,195967001,Asthma (disorder)
1224,J44.9,"Chronic obstructive pulmonary disease, unspecified",195967001,Asthma (disorder)
1225,R73.03,Prediabetes,714628002,Prediabetes (finding)
1226,I10,Essential (primary) hypertension,59621000,Essential hypertension (disorder)
1227,O99.280,"Endocrine, nutritional and metabolic diseases complicating pregnancy, unspecified trimester",59621000,Essential hypertension (disorder)
1227,E27.40,Unspecified adrenocortical insufficiency,59621000,Essential hypertension (disorder)
1227,O16.9,"Unspecified maternal hypertension, unspecified trimester",59621000,Essential hypertension (disorder)
1228,J32,Chronic sinusitis,40055000,Chronic sinusitis (disorder)
1229,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,67811000119102,"Primary small cell malignant neoplasm of lung, TNM stage 1 (disorder)"
1230,R68.89,Other general symptoms and signs,53827007,Excessive salivation (disorder)
1231,K11.7,Disturbances of salivary secretion,53827007,Excessive salivation (disorder)
1232,K11.20,"Sialoadenitis, unspecified",53827007,Excessive salivation (disorder)
1233,Q87.89,"Other specified congenital malformation syndromes, not elsewhere classified",398152000,Poor muscle tone (finding)
1234,P94.2,Congenital hypotonia,398152000,Poor muscle tone (finding)
1235,R29.898,Other symptoms and signs involving the musculoskeletal system,398152000,Poor muscle tone (finding)
1236,M62.89,Other specified disorders of muscle,398152000,Poor muscle tone (finding)
1237,E83.30,"Disorder of phosphorus metabolism, unspecified",398152000,Poor muscle tone (finding)
1238,C78.5,Secondary malignant neoplasm of large intestine and rectum,94260004,Secondary malignant neoplasm of colon (disorder)
1239,F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
1240,Q87.19,Other congenital malformation syndromes predominantly associated with short stature,110359009,Intellectual disability (disorder)
1241,G31.84,"Mild cognitive impairment, so stated",110359009,Intellectual disability (disorder)
1242,F84.0,Autistic disorder,110359009,Intellectual disability (disorder)
1243,Q87.89,"Other specified congenital malformation syndromes, not elsewhere classified",110359009,Intellectual disability (disorder)
1244,F78,Other intellectual disabilities,110359009,Intellectual disability (disorder)
1245,F72,Severe intellectual disabilities,110359009,Intellectual disability (disorder)
1245,R62.50,Unspecified lack of expected normal physiological development in childhood,110359009,Intellectual disability (disorder)
1245,Q21.3,Tetralogy of Fallot,110359009,Intellectual disability (disorder)
1246,O09.40,"Supervision of pregnancy with grand multiparity, unspecified trimester",72892002,Normal pregnancy (finding)
1247,Z33.1,"Pregnant state, incidental",72892002,Normal pregnancy (finding)
1248,Z03.71,Encounter for suspected problem with amniotic cavity and membrane ruled out,72892002,Normal pregnancy (finding)
1249,Z32.01,"Encounter for pregnancy test, result positive",72892002,Normal pregnancy (finding)
1250,Z34,Encounter for supervision of normal pregnancy,72892002,Normal pregnancy (finding)
1251,J01.90,"Acute sinusitis, unspecified",36971009,Sinusitis (disorder)
1252,J30.9,"Allergic rhinitis, unspecified",36971009,Sinusitis (disorder)
1253,J32.9,"Chronic sinusitis, unspecified",36971009,Sinusitis (disorder)
1254,J11.1,Influenza due to unidentified influenza virus with other respiratory manifestations,36971009,Sinusitis (disorder)
1255,I25.111,Atherosclerotic heart disease of native coronary artery with angina pectoris with documented spasm,53741008,Coronary arteriosclerosis (disorder)
1256,I25.751,Atherosclerosis of native coronary artery of transplanted heart with angina pectoris with documented spasm,53741008,Coronary arteriosclerosis (disorder)
1257,I25.110,Atherosclerotic heart disease of native coronary artery with unstable angina pectoris,53741008,Coronary arteriosclerosis (disorder)
1258,I25.750,Atherosclerosis of native coronary artery of transplanted heart with unstable angina,53741008,Coronary arteriosclerosis (disorder)
1259,I25.759,Atherosclerosis of native coronary artery of transplanted heart with unspecified angina pectoris,53741008,Coronary arteriosclerosis (disorder)
1260,I25.119,Atherosclerotic heart disease of native coronary artery with unspecified angina pectoris,53741008,Coronary arteriosclerosis (disorder)
1261,Q24.5,Malformation of coronary vessels,53741008,Coronary arteriosclerosis (disorder)
1262,I25.810,Atherosclerosis of coronary artery bypass graft(s) without angina pectoris,53741008,Coronary arteriosclerosis (disorder)
1263,I25.811,Atherosclerosis of native coronary artery of transplanted heart without angina pectoris,53741008,Coronary arteriosclerosis (disorder)
1264,I51.5,Myocardial degeneration,53741008,Coronary arteriosclerosis (disorder)
1265,I25.10,Atherosclerotic heart disease of native coronary artery without angina pectoris,53741008,Coronary arteriosclerosis (disorder)
1266,I25.83,Coronary atherosclerosis due to lipid rich plaque,53741008,Coronary arteriosclerosis (disorder)
1267,Z03.89,Encounter for observation for other suspected diseases and conditions ruled out,53741008,Coronary arteriosclerosis (disorder)
1268,I25.758,Atherosclerosis of native coronary artery of transplanted heart with other forms of angina pectoris,53741008,Coronary arteriosclerosis (disorder)
1269,I25.118,Atherosclerotic heart disease of native coronary artery with other forms of angina pectoris,53741008,Coronary arteriosclerosis (disorder)
1270,R43.2,Parageusia,36955009,Loss of taste (finding)
1271,C61,Malignant neoplasm of prostate,314994000,Metastasis from malignant tumor of prostate (disorder)
1272,E88.81,Metabolic syndrome,237602007,Metabolic syndrome X (disorder)
1273,R73.09,Other abnormal glucose,237602007,Metabolic syndrome X (disorder)
1274,S06.0,Concussion,62106007,Concussion with no loss of consciousness (disorder)
1275,Z78.9,Other specified health status,302870006,Hypertriglyceridemia (disorder)
1276,E78.2,Mixed hyperlipidemia,302870006,Hypertriglyceridemia (disorder)
1277,E78.1,Pure hyperglyceridemia,302870006,Hypertriglyceridemia (disorder)
1278,E78.3,Hyperchylomicronemia,302870006,Hypertriglyceridemia (disorder)
1279,T65.92,"Toxic effect of unspecified substance, intentional self-harm",86849004,Suicidal deliberate poisoning (disorder)
1280,B95.61,Methicillin susceptible Staphylococcus aureus infection as the cause of diseases classified elsewhere,406602003,Infection caused by Staphylococcus aureus (disorder)
1281,B95.6,Staphylococcus aureus as the cause of diseases classified elsewhere,406602003,Infection caused by Staphylococcus aureus (disorder)
1282,A41.01,Sepsis due to Methicillin susceptible Staphylococcus aureus,406602003,Infection caused by Staphylococcus aureus (disorder)
1283,A49.01,"Methicillin susceptible Staphylococcus aureus infection, unspecified site",406602003,Infection caused by Staphylococcus aureus (disorder)
1284,B95.7,Other staphylococcus as the cause of diseases classified elsewhere,406602003,Infection caused by Staphylococcus aureus (disorder)
1285,Z98.871,Personal history of in utero procedure while a fetus,120991000119102,History of undergoing in utero procedure while a fetus (situation)
1286,P76.0,Meconium plug syndrome,206523001,Meconium ileus (disorder)
1287,A49.8,Other bacterial infections of unspecified site,11218009,Infection caused by Pseudomonas aeruginosa (disorder)
1288,B96.5,Pseudomonas (aeruginosa) (mallei) (pseudomallei) as the cause of diseases classified elsewhere,11218009,Infection caused by Pseudomonas aeruginosa (disorder)
1288,J98.8,Other specified respiratory disorders,11218009,Infection caused by Pseudomonas aeruginosa (disorder)
1289,E84.9,"Cystic fibrosis, unspecified",427089005,Diabetes mellitus due to cystic fibrosis (disorder)
1289,E08.9,Diabetes mellitus due to underlying condition without complications,427089005,Diabetes mellitus due to cystic fibrosis (disorder)
1290,R80.9,"Proteinuria, unspecified",157141000119108,Proteinuria due to type 2 diabetes mellitus (disorder)
1290,E11.29,Type 2 diabetes mellitus with other diabetic kidney complication,157141000119108,Proteinuria due to type 2 diabetes mellitus (disorder)
1291,H54.7,Unspecified visual loss,60951000119105,Blindness due to type 2 diabetes mellitus (disorder)
1291,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,60951000119105,Blindness due to type 2 diabetes mellitus (disorder)
1292,T71.9,Asphyxiation due to unspecified cause,287182007,Attempted suicide - suffocation (event)
1292,X83.8,Intentional self-harm by other specified means,287182007,Attempted suicide - suffocation (event)
1293,E84.8,Cystic fibrosis with other manifestations,707577004,Female infertility due to cystic fibrosis (disorder)
1293,N97.8,Female infertility of other origin,707577004,Female infertility due to cystic fibrosis (disorder)
1294,R80.9,"Proteinuria, unspecified",90781000119102,Microalbuminuria due to type 2 diabetes mellitus (disorder)
1294,E11.29,Type 2 diabetes mellitus with other diabetic kidney complication,90781000119102,Microalbuminuria due to type 2 diabetes mellitus (disorder)
1295,G30.0,Alzheimer's disease with early onset,230265002,Familial Alzheimer's disease of early onset (disorder)
1295,F02.80,Dementia in other diseases classified elsewhere without behavioral disturbance,230265002,Familial Alzheimer's disease of early onset (disorder)
1296,A41.89,Other specified sepsis,770349000,Sepsis caused by virus (disorder)
1296,B97.89,Other viral agents as the cause of diseases classified elsewhere,770349000,Sepsis caused by virus (disorder)
1297,B96.89,Other specified bacterial agents as the cause of diseases classified elsewhere,75498004,Acute bacterial sinusitis (disorder)
1297,J01.90,"Acute sinusitis, unspecified",75498004,Acute bacterial sinusitis (disorder)
1298,J30.2,Other seasonal allergic rhinitis,232353008,Perennial allergic rhinitis with seasonal variation (disorder)
1298,J30.89,Other allergic rhinitis,232353008,Perennial allergic rhinitis with seasonal variation (disorder)
1299,M47.812,"Spondylosis without myelopathy or radiculopathy, cervical region",1121000119107,Chronic neck pain (finding)
1299,G89.29,Other chronic pain,1121000119107,Chronic neck pain (finding)
1300,M54.2,Cervicalgia,1121000119107,Chronic neck pain (finding)
1300,G89.29,Other chronic pain,1121000119107,Chronic neck pain (finding)
1301,M54.2,Cervicalgia,1121000119107,Chronic neck pain (finding)
1301,G89.28,Other chronic postprocedural pain,1121000119107,Chronic neck pain (finding)
1301,Z98.890,Other specified postprocedural states,1121000119107,Chronic neck pain (finding)
1302,B96.20,Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere,301011002,Escherichia coli urinary tract infection (disorder)
1302,N12,"Tubulo-interstitial nephritis, not specified as acute or chronic",301011002,Escherichia coli urinary tract infection (disorder)
1303,B96.20,Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere,301011002,Escherichia coli urinary tract infection (disorder)
1303,N39.0,"Urinary tract infection, site not specified",301011002,Escherichia coli urinary tract infection (disorder)
1304,Z16.12,Extended spectrum beta lactamase (ESBL) resistance,301011002,Escherichia coli urinary tract infection (disorder)
1304,B96.29,Other Escherichia coli [E. coli] as the cause of diseases classified elsewhere,301011002,Escherichia coli urinary tract infection (disorder)
1304,N39.0,"Urinary tract infection, site not specified",301011002,Escherichia coli urinary tract infection (disorder)
